fecha	riesgopais	presidente
1998-12-11	720	Menem
1998-12-14	766	Menem
1998-12-15	734	Menem
1998-12-16	760	Menem
1998-12-17	758	Menem
1998-12-18	761	Menem
1998-12-21	720	Menem
1998-12-22	696	Menem
1998-12-23	682	Menem
1998-12-24	682	Menem
1998-12-25	684	Menem
1998-12-28	704	Menem
1998-12-29	709	Menem
1998-12-30	696	Menem
1998-12-31	700	Menem
1999-01-01	698	Menem
1999-01-04	672	Menem
1999-01-05	640	Menem
1999-01-06	647	Menem
1999-01-07	653	Menem
1999-01-08	655	Menem
1999-01-11	696	Menem
1999-01-12	771	Menem
1999-01-13	1026	Menem
1999-01-14	1097	Menem
1999-01-15	870	Menem
1999-01-18	841	Menem
1999-01-19	842	Menem
1999-01-20	830	Menem
1999-01-21	932	Menem
1999-01-22	937	Menem
1999-02-01	790	Menem
1999-02-02	769	Menem
1999-02-03	772	Menem
1999-02-04	777	Menem
1999-02-05	784	Menem
1999-02-08	810	Menem
1999-02-09	815	Menem
1999-02-10	795	Menem
1999-02-11	759	Menem
1999-02-12	742	Menem
1999-02-15	751	Menem
1999-02-16	724	Menem
1999-02-17	747	Menem
1999-02-18	753	Menem
1999-02-19	747	Menem
1999-02-22	762	Menem
1999-02-23	766	Menem
1999-02-24	767	Menem
1999-02-25	775	Menem
1999-02-26	786	Menem
1999-03-01	766	Menem
1999-03-02	799	Menem
1999-03-03	780	Menem
1999-03-04	748	Menem
1999-03-05	744	Menem
1999-03-08	742	Menem
1999-03-09	738	Menem
1999-03-10	716	Menem
1999-03-11	719	Menem
1999-03-12	709	Menem
1999-03-15	687	Menem
1999-03-16	700	Menem
1999-03-17	697	Menem
1999-03-18	689	Menem
1999-03-19	683	Menem
1999-03-22	682	Menem
1999-03-23	704	Menem
1999-03-24	698	Menem
1999-03-25	687	Menem
1999-03-26	689	Menem
1999-03-29	693	Menem
1999-03-30	696	Menem
1999-03-31	683	Menem
1999-04-01	661	Menem
1999-04-02	672	Menem
1999-04-05	660	Menem
1999-04-06	669	Menem
1999-04-07	643	Menem
1999-04-08	641	Menem
1999-04-09	641	Menem
1999-04-12	615	Menem
1999-04-13	611	Menem
1999-04-14	621	Menem
1999-04-15	623	Menem
1999-04-16	597	Menem
1999-04-19	612	Menem
1999-04-20	608	Menem
1999-04-21	597	Menem
1999-04-22	603	Menem
1999-04-23	622	Menem
1999-04-26	607	Menem
1999-04-27	615	Menem
1999-04-28	635	Menem
1999-04-29	621	Menem
1999-04-30	589	Menem
1999-05-03	585	Menem
1999-05-04	587	Menem
1999-05-05	591	Menem
1999-05-06	586	Menem
1999-05-07	576	Menem
1999-05-10	581	Menem
1999-05-11	610	Menem
1999-05-12	613	Menem
1999-05-13	623	Menem
1999-05-14	620	Menem
1999-05-17	657	Menem
1999-05-18	658	Menem
1999-05-19	718	Menem
1999-05-20	746	Menem
1999-05-21	775	Menem
1999-05-24	820	Menem
1999-05-25	806	Menem
1999-05-26	734	Menem
1999-05-27	783	Menem
1999-05-28	778	Menem
1999-06-01	790	Menem
1999-06-02	776	Menem
1999-06-03	770	Menem
1999-06-04	751	Menem
1999-06-07	738	Menem
1999-06-08	743	Menem
1999-06-09	750	Menem
1999-06-10	753	Menem
1999-06-11	768	Menem
1999-06-14	764	Menem
1999-06-15	754	Menem
1999-06-16	723	Menem
1999-06-17	729	Menem
1999-06-18	735	Menem
1999-06-21	726	Menem
1999-06-22	749	Menem
1999-06-23	732	Menem
1999-06-24	733	Menem
1999-06-25	745	Menem
1999-06-28	770	Menem
1999-06-29	761	Menem
1999-06-30	760	Menem
1999-07-01	777	Menem
1999-07-02	778	Menem
1999-07-05	779	Menem
1999-07-06	781	Menem
1999-07-07	789	Menem
1999-07-08	847	Menem
1999-07-09	890	Menem
1999-07-12	947	Menem
1999-07-13	923	Menem
1999-07-14	870	Menem
1999-07-15	890	Menem
1999-07-16	879	Menem
1999-07-19	868	Menem
1999-07-20	882	Menem
1999-07-21	888	Menem
1999-07-22	873	Menem
1999-07-23	885	Menem
1999-07-26	896	Menem
1999-07-27	887	Menem
1999-07-28	873	Menem
1999-07-29	856	Menem
1999-07-30	848	Menem
1999-08-02	874	Menem
1999-08-03	894	Menem
1999-08-04	907	Menem
1999-08-05	909	Menem
1999-08-06	905	Menem
1999-08-09	901	Menem
1999-08-10	900	Menem
1999-08-11	886	Menem
1999-08-12	853	Menem
1999-08-13	840	Menem
1999-08-16	833	Menem
1999-08-17	808	Menem
1999-08-18	837	Menem
1999-08-19	853	Menem
1999-08-20	852	Menem
1999-08-23	845	Menem
1999-08-24	845	Menem
1999-08-25	812	Menem
1999-08-26	811	Menem
1999-08-27	789	Menem
1999-08-30	786	Menem
1999-08-31	764	Menem
1999-09-01	763	Menem
1999-09-02	769	Menem
1999-09-03	765	Menem
1999-09-06	759	Menem
1999-09-07	739	Menem
1999-09-08	734	Menem
1999-09-09	706	Menem
1999-09-10	684	Menem
1999-09-13	689	Menem
1999-09-14	691	Menem
1999-09-15	704	Menem
1999-09-16	714	Menem
1999-09-17	701	Menem
1999-09-20	687	Menem
1999-09-21	705	Menem
1999-09-22	700	Menem
1999-09-23	694	Menem
1999-09-24	693	Menem
1999-09-27	680	Menem
1999-09-28	681	Menem
1999-09-29	669	Menem
1999-09-30	677	Menem
1999-10-01	668	Menem
1999-10-04	653	Menem
1999-10-05	658	Menem
1999-10-06	645	Menem
1999-10-07	642	Menem
1999-10-08	645	Menem
1999-10-11	644	Menem
1999-10-12	669	Menem
1999-10-13	677	Menem
1999-10-14	672	Menem
1999-10-15	696	Menem
1999-10-18	688	Menem
1999-10-19	671	Menem
1999-10-20	662	Menem
1999-10-21	639	Menem
1999-10-22	613	Menem
1999-10-25	620	Menem
1999-10-26	607	Menem
1999-10-27	621	Menem
1999-10-28	564	Menem
1999-10-29	635	Menem
1999-11-01	628	Menem
1999-11-02	629	Menem
1999-11-03	633	Menem
1999-11-04	618	Menem
1999-11-05	622	Menem
1999-11-08	615	Menem
1999-11-09	614	Menem
1999-11-10	617	Menem
1999-11-11	616	Menem
1999-11-12	617	Menem
1999-11-15	628	Menem
1999-11-16	620	Menem
1999-11-17	647	Menem
1999-11-18	642	Menem
1999-11-19	667	Menem
1999-11-22	652	Menem
1999-11-23	645	Menem
1999-11-24	641	Menem
1999-11-25	631	Menem
1999-11-26	641	Menem
1999-11-29	630	Menem
1999-11-30	657	Menem
1999-12-01	656	Menem
1999-12-02	646	Menem
1999-12-03	629	Menem
1999-12-06	633	Menem
1999-12-07	618	Menem
1999-12-08	620	Menem
1999-12-09	615	Menem
1999-12-10	607	De La Rúa
1999-12-13	584	De La Rúa
1999-12-14	580	De La Rúa
1999-12-15	567	De La Rúa
1999-12-16	570	De La Rúa
1999-12-17	566	De La Rúa
1999-12-20	570	De La Rúa
1999-12-21	543	De La Rúa
1999-12-22	547	De La Rúa
1999-12-23	545	De La Rúa
1999-12-24	546	De La Rúa
1999-12-27	549	De La Rúa
1999-12-28	544	De La Rúa
1999-12-29	542	De La Rúa
1999-12-30	544	De La Rúa
1999-12-31	531	De La Rúa
2000-01-03	509	De La Rúa
2000-01-04	558	De La Rúa
2000-01-05	540	De La Rúa
2000-01-06	566	De La Rúa
2000-01-07	558	De La Rúa
2000-01-10	558	De La Rúa
2000-01-11	560	De La Rúa
2000-01-12	561	De La Rúa
2000-01-13	551	De La Rúa
2000-01-14	545	De La Rúa
2000-01-18	540	De La Rúa
2000-01-19	546	De La Rúa
2000-01-20	548	De La Rúa
2000-01-21	545	De La Rúa
2000-01-24	558	De La Rúa
2000-01-25	561	De La Rúa
2000-01-26	567	De La Rúa
2000-01-27	571	De La Rúa
2000-01-28	592	De La Rúa
2000-01-31	593	De La Rúa
2000-02-01	583	De La Rúa
2000-02-02	588	De La Rúa
2000-02-03	595	De La Rúa
2000-02-04	569	De La Rúa
2000-02-07	547	De La Rúa
2000-02-08	549	De La Rúa
2000-02-09	549	De La Rúa
2000-02-10	544	De La Rúa
2000-02-11	551	De La Rúa
2000-02-14	553	De La Rúa
2000-02-15	548	De La Rúa
2000-02-16	551	De La Rúa
2000-02-17	550	De La Rúa
2000-02-18	563	De La Rúa
2000-02-22	581	De La Rúa
2000-02-23	562	De La Rúa
2000-02-24	568	De La Rúa
2000-02-25	560	De La Rúa
2000-02-28	548	De La Rúa
2000-02-29	545	De La Rúa
2000-03-01	550	De La Rúa
2000-03-02	531	De La Rúa
2000-03-03	524	De La Rúa
2000-03-06	530	De La Rúa
2000-03-07	530	De La Rúa
2000-03-08	528	De La Rúa
2000-03-09	527	De La Rúa
2000-03-10	526	De La Rúa
2000-03-13	537	De La Rúa
2000-03-14	541	De La Rúa
2000-03-15	548	De La Rúa
2000-03-16	547	De La Rúa
2000-03-17	542	De La Rúa
2000-03-20	540	De La Rúa
2000-03-21	539	De La Rúa
2000-03-22	535	De La Rúa
2000-03-23	536	De La Rúa
2000-03-24	524	De La Rúa
2000-03-27	522	De La Rúa
2000-03-28	535	De La Rúa
2000-03-29	545	De La Rúa
2000-03-30	570	De La Rúa
2000-03-31	570	De La Rúa
2000-04-03	579	De La Rúa
2000-04-04	595	De La Rúa
2000-04-05	601	De La Rúa
2000-04-06	592	De La Rúa
2000-04-07	594	De La Rúa
2000-04-10	607	De La Rúa
2000-04-11	601	De La Rúa
2000-04-12	599	De La Rúa
2000-04-13	602	De La Rúa
2000-04-14	618	De La Rúa
2000-04-17	598	De La Rúa
2000-04-18	578	De La Rúa
2000-04-19	595	De La Rúa
2000-04-20	596	De La Rúa
2000-04-21	598	De La Rúa
2000-04-25	567	De La Rúa
2000-04-26	573	De La Rúa
2000-04-27	570	De La Rúa
2000-04-28	570	De La Rúa
2000-05-01	560	De La Rúa
2000-05-02	568	De La Rúa
2000-05-03	578	De La Rúa
2000-05-04	588	De La Rúa
2000-05-05	600	De La Rúa
2000-05-08	605	De La Rúa
2000-05-09	629	De La Rúa
2000-05-10	672	De La Rúa
2000-05-11	695	De La Rúa
2000-05-12	712	De La Rúa
2000-05-15	718	De La Rúa
2000-05-16	711	De La Rúa
2000-05-17	712	De La Rúa
2000-05-18	713	De La Rúa
2000-05-19	757	De La Rúa
2000-05-22	762	De La Rúa
2000-05-23	770	De La Rúa
2000-05-24	727	De La Rúa
2000-05-25	731	De La Rúa
2000-05-26	725	De La Rúa
2000-05-29	719	De La Rúa
2000-05-30	690	De La Rúa
2000-05-31	703	De La Rúa
2000-06-01	689	De La Rúa
2000-06-02	646	De La Rúa
2000-06-05	656	De La Rúa
2000-06-06	679	De La Rúa
2000-06-07	672	De La Rúa
2000-06-08	667	De La Rúa
2000-06-09	662	De La Rúa
2000-06-12	668	De La Rúa
2000-06-13	651	De La Rúa
2000-06-14	645	De La Rúa
2000-06-15	657	De La Rúa
2000-06-16	663	De La Rúa
2000-06-19	659	De La Rúa
2000-06-20	661	De La Rúa
2000-06-21	652	De La Rúa
2000-06-22	680	De La Rúa
2000-06-23	685	De La Rúa
2000-06-26	691	De La Rúa
2000-06-27	686	De La Rúa
2000-06-28	679	De La Rúa
2000-06-29	688	De La Rúa
2000-06-30	687	De La Rúa
2000-07-03	670	De La Rúa
2000-07-04	672	De La Rúa
2000-07-05	658	De La Rúa
2000-07-06	647	De La Rúa
2000-07-07	652	De La Rúa
2000-07-10	651	De La Rúa
2000-07-11	652	De La Rúa
2000-07-12	636	De La Rúa
2000-07-13	632	De La Rúa
2000-07-14	621	De La Rúa
2000-07-17	620	De La Rúa
2000-07-18	630	De La Rúa
2000-07-19	637	De La Rúa
2000-07-20	644	De La Rúa
2000-07-21	642	De La Rúa
2000-07-24	639	De La Rúa
2000-07-25	639	De La Rúa
2000-07-26	644	De La Rúa
2000-07-27	652	De La Rúa
2000-07-28	654	De La Rúa
2000-07-31	650	De La Rúa
2000-08-01	665	De La Rúa
2000-08-02	669	De La Rúa
2000-08-03	665	De La Rúa
2000-08-04	662	De La Rúa
2000-08-07	664	De La Rúa
2000-08-08	674	De La Rúa
2000-08-09	655	De La Rúa
2000-08-10	668	De La Rúa
2000-08-11	658	De La Rúa
2000-08-14	660	De La Rúa
2000-08-15	686	De La Rúa
2000-08-16	684	De La Rúa
2000-08-17	696	De La Rúa
2000-08-18	717	De La Rúa
2000-08-21	726	De La Rúa
2000-08-22	710	De La Rúa
2000-08-23	716	De La Rúa
2000-08-24	713	De La Rúa
2000-08-25	701	De La Rúa
2000-08-28	701	De La Rúa
2000-08-29	701	De La Rúa
2000-08-30	691	De La Rúa
2000-08-31	686	De La Rúa
2000-09-01	669	De La Rúa
2000-09-05	674	De La Rúa
2000-09-06	654	De La Rúa
2000-09-07	664	De La Rúa
2000-09-08	667	De La Rúa
2000-09-11	673	De La Rúa
2000-09-12	684	De La Rúa
2000-09-13	682	De La Rúa
2000-09-14	674	De La Rúa
2000-09-15	677	De La Rúa
2000-09-18	690	De La Rúa
2000-09-19	696	De La Rúa
2000-09-20	694	De La Rúa
2000-09-21	702	De La Rúa
2000-09-22	682	De La Rúa
2000-09-25	686	De La Rúa
2000-09-26	690	De La Rúa
2000-09-27	681	De La Rúa
2000-09-28	668	De La Rúa
2000-09-29	673	De La Rúa
2000-10-02	675	De La Rúa
2000-10-03	663	De La Rúa
2000-10-04	655	De La Rúa
2000-10-05	658	De La Rúa
2000-10-06	685	De La Rúa
2000-10-09	686	De La Rúa
2000-10-10	692	De La Rúa
2000-10-11	695	De La Rúa
2000-10-12	719	De La Rúa
2000-10-13	733	De La Rúa
2000-10-16	736	De La Rúa
2000-10-17	774	De La Rúa
2000-10-18	787	De La Rúa
2000-10-19	776	De La Rúa
2000-10-20	820	De La Rúa
2000-10-23	828	De La Rúa
2000-10-24	850	De La Rúa
2000-10-25	894	De La Rúa
2000-10-26	846	De La Rúa
2000-10-27	832	De La Rúa
2000-10-30	833	De La Rúa
2000-10-31	816	De La Rúa
2000-11-01	826	De La Rúa
2000-11-02	839	De La Rúa
2000-11-03	886	De La Rúa
2000-11-06	910	De La Rúa
2000-11-07	915	De La Rúa
2000-11-08	992	De La Rúa
2000-11-09	943	De La Rúa
2000-11-10	868	De La Rúa
2000-11-13	847	De La Rúa
2000-11-14	826	De La Rúa
2000-11-15	803	De La Rúa
2000-11-16	834	De La Rúa
2000-11-17	841	De La Rúa
2000-11-20	813	De La Rúa
2000-11-21	823	De La Rúa
2000-11-22	845	De La Rúa
2000-11-23	863	De La Rúa
2000-11-24	840	De La Rúa
2000-11-27	852	De La Rúa
2000-11-28	865	De La Rúa
2000-11-29	848	De La Rúa
2000-11-30	855	De La Rúa
2000-12-01	848	De La Rúa
2000-12-04	845	De La Rúa
2000-12-05	841	De La Rúa
2000-12-06	833	De La Rúa
2000-12-07	822	De La Rúa
2000-12-08	812	De La Rúa
2000-12-11	794	De La Rúa
2000-12-12	810	De La Rúa
2000-12-13	824	De La Rúa
2000-12-14	830	De La Rúa
2000-12-15	813	De La Rúa
2000-12-18	805	De La Rúa
2000-12-19	777	De La Rúa
2000-12-20	790	De La Rúa
2000-12-21	791	De La Rúa
2000-12-22	779	De La Rúa
2000-12-26	772	De La Rúa
2000-12-27	769	De La Rúa
2000-12-28	765	De La Rúa
2000-12-29	766	De La Rúa
2001-01-02	792	De La Rúa
2001-01-03	728	De La Rúa
2001-01-04	727	De La Rúa
2001-01-05	740	De La Rúa
2001-01-08	737	De La Rúa
2001-01-09	720	De La Rúa
2001-01-10	712	De La Rúa
2001-01-11	706	De La Rúa
2001-01-12	695	De La Rúa
2001-01-15	696	De La Rúa
2001-01-16	701	De La Rúa
2001-01-17	691	De La Rúa
2001-01-18	696	De La Rúa
2001-01-19	700	De La Rúa
2001-01-22	691	De La Rúa
2001-01-23	678	De La Rúa
2001-01-24	676	De La Rúa
2001-01-25	683	De La Rúa
2001-01-26	672	De La Rúa
2001-01-29	654	De La Rúa
2001-01-30	664	De La Rúa
2001-01-31	670	De La Rúa
2001-02-01	660	De La Rúa
2001-02-02	658	De La Rúa
2001-02-05	665	De La Rúa
2001-02-06	675	De La Rúa
2001-02-07	678	De La Rúa
2001-02-08	682	De La Rúa
2001-02-09	683	De La Rúa
2001-02-12	690	De La Rúa
2001-02-13	684	De La Rúa
2001-02-14	676	De La Rúa
2001-02-15	676	De La Rúa
2001-02-16	698	De La Rúa
2001-02-19	698	De La Rúa
2001-02-20	720	De La Rúa
2001-02-21	739	De La Rúa
2001-02-22	732	De La Rúa
2001-02-23	741	De La Rúa
2001-02-26	759	De La Rúa
2001-02-27	796	De La Rúa
2001-02-28	793	De La Rúa
2001-03-01	789	De La Rúa
2001-03-02	767	De La Rúa
2001-03-05	725	De La Rúa
2001-03-06	725	De La Rúa
2001-03-07	733	De La Rúa
2001-03-08	761	De La Rúa
2001-03-09	736	De La Rúa
2001-03-12	769	De La Rúa
2001-03-13	777	De La Rúa
2001-03-14	798	De La Rúa
2001-03-15	837	De La Rúa
2001-03-16	850	De La Rúa
2001-03-19	898	De La Rúa
2001-03-20	886	De La Rúa
2001-03-21	898	De La Rúa
2001-03-22	964	De La Rúa
2001-03-23	984	De La Rúa
2001-03-26	928	De La Rúa
2001-03-27	899	De La Rúa
2001-03-28	898	De La Rúa
2001-03-29	918	De La Rúa
2001-03-30	945	De La Rúa
2001-04-02	944	De La Rúa
2001-04-03	946	De La Rúa
2001-04-04	939	De La Rúa
2001-04-05	916	De La Rúa
2001-04-06	897	De La Rúa
2001-04-09	862	De La Rúa
2001-04-10	831	De La Rúa
2001-04-11	852	De La Rúa
2001-04-12	857	De La Rúa
2001-04-16	899	De La Rúa
2001-04-17	889	De La Rúa
2001-04-18	896	De La Rúa
2001-04-19	937	De La Rúa
2001-04-20	1046	De La Rúa
2001-04-23	1284	De La Rúa
2001-04-24	1195	De La Rúa
2001-04-25	1147	De La Rúa
2001-04-26	1076	De La Rúa
2001-04-27	1000	De La Rúa
2001-04-30	1042	De La Rúa
2001-05-01	1070	De La Rúa
2001-05-02	1091	De La Rúa
2001-05-03	1057	De La Rúa
2001-05-04	1031	De La Rúa
2001-05-07	975	De La Rúa
2001-05-08	990	De La Rúa
2001-05-09	1008	De La Rúa
2001-05-10	989	De La Rúa
2001-05-11	1048	De La Rúa
2001-05-14	1093	De La Rúa
2001-05-15	1056	De La Rúa
2001-05-16	1007	De La Rúa
2001-05-17	991	De La Rúa
2001-05-18	958	De La Rúa
2001-05-21	930	De La Rúa
2001-05-22	924	De La Rúa
2001-05-23	933	De La Rúa
2001-05-24	921	De La Rúa
2001-05-25	921	De La Rúa
2001-05-28	921	De La Rúa
2001-05-29	925	De La Rúa
2001-05-30	969	De La Rúa
2001-05-31	981	De La Rúa
2001-06-01	1019	De La Rúa
2001-06-04	955	De La Rúa
2001-06-05	913	De La Rúa
2001-06-06	911	De La Rúa
2001-06-07	889	De La Rúa
2001-06-08	879	De La Rúa
2001-06-11	883	De La Rúa
2001-06-12	910	De La Rúa
2001-06-13	922	De La Rúa
2001-06-14	937	De La Rúa
2001-06-15	927	De La Rúa
2001-06-18	1000	De La Rúa
2001-06-19	986	De La Rúa
2001-06-20	975	De La Rúa
2001-06-21	971	De La Rúa
2001-06-22	990	De La Rúa
2001-06-25	974	De La Rúa
2001-06-26	982	De La Rúa
2001-06-27	999	De La Rúa
2001-06-28	1009	De La Rúa
2001-06-29	1025	De La Rúa
2001-07-02	1062	De La Rúa
2001-07-03	1079	De La Rúa
2001-07-04	1094	De La Rúa
2001-07-05	1165	De La Rúa
2001-07-06	1132	De La Rúa
2001-07-09	1158	De La Rúa
2001-07-10	1217	De La Rúa
2001-07-11	1290	De La Rúa
2001-07-12	1519	De La Rúa
2001-07-13	1616	De La Rúa
2001-07-16	1629	De La Rúa
2001-07-17	1439	De La Rúa
2001-07-18	1537	De La Rúa
2001-07-19	1593	De La Rúa
2001-07-20	1488	De La Rúa
2001-07-23	1377	De La Rúa
2001-07-24	1415	De La Rúa
2001-07-25	1390	De La Rúa
2001-07-26	1510	De La Rúa
2001-07-27	1612	De La Rúa
2001-07-30	1571	De La Rúa
2001-07-31	1604	De La Rúa
2001-08-01	1688	De La Rúa
2001-08-02	1601	De La Rúa
2001-08-03	1557	De La Rúa
2001-08-06	1610	De La Rúa
2001-08-07	1572	De La Rúa
2001-08-08	1490	De La Rúa
2001-08-09	1466	De La Rúa
2001-08-10	1392	De La Rúa
2001-08-13	1424	De La Rúa
2001-08-14	1501	De La Rúa
2001-08-15	1453	De La Rúa
2001-08-16	1393	De La Rúa
2001-08-17	1502	De La Rúa
2001-08-20	1555	De La Rúa
2001-08-21	1651	De La Rúa
2001-08-22	1450	De La Rúa
2001-08-23	1427	De La Rúa
2001-08-24	1443	De La Rúa
2001-08-27	1457	De La Rúa
2001-08-28	1414	De La Rúa
2001-08-29	1386	De La Rúa
2001-08-30	1405	De La Rúa
2001-08-31	1408	De La Rúa
2001-09-03	1408	De La Rúa
2001-09-04	1391	De La Rúa
2001-09-05	1392	De La Rúa
2001-09-06	1455	De La Rúa
2001-09-07	1489	De La Rúa
2001-09-10	1486	De La Rúa
2001-09-11	1478	De La Rúa
2001-09-12	1478	De La Rúa
2001-09-13	1478	De La Rúa
2001-09-14	1478	De La Rúa
2001-09-17	1652	De La Rúa
2001-09-18	1618	De La Rúa
2001-09-19	1592	De La Rúa
2001-09-20	1612	De La Rúa
2001-09-21	1637	De La Rúa
2001-09-24	1612	De La Rúa
2001-09-25	1602	De La Rúa
2001-09-26	1639	De La Rúa
2001-09-27	1647	De La Rúa
2001-09-28	1595	De La Rúa
2001-10-01	1661	De La Rúa
2001-10-02	1687	De La Rúa
2001-10-03	1754	De La Rúa
2001-10-04	1842	De La Rúa
2001-10-05	1868	De La Rúa
2001-10-08	1876	De La Rúa
2001-10-09	1893	De La Rúa
2001-10-10	1859	De La Rúa
2001-10-11	1825	De La Rúa
2001-10-12	1832	De La Rúa
2001-10-15	1824	De La Rúa
2001-10-16	1770	De La Rúa
2001-10-17	1686	De La Rúa
2001-10-18	1727	De La Rúa
2001-10-19	1693	De La Rúa
2001-10-22	1670	De La Rúa
2001-10-23	1700	De La Rúa
2001-10-24	1727	De La Rúa
2001-10-25	1769	De La Rúa
2001-10-26	1824	De La Rúa
2001-10-29	2003	De La Rúa
2001-10-30	2032	De La Rúa
2001-10-31	2136	De La Rúa
2001-11-01	2295	De La Rúa
2001-11-02	2441	De La Rúa
2001-11-05	2458	De La Rúa
2001-11-06	2363	De La Rúa
2001-11-07	2354	De La Rúa
2001-11-08	2351	De La Rúa
2001-11-09	2438	De La Rúa
2001-11-12	2504	De La Rúa
2001-11-13	2542	De La Rúa
2001-11-14	2664	De La Rúa
2001-11-15	2683	De La Rúa
2001-11-16	2764	De La Rúa
2001-11-19	2966	De La Rúa
2001-11-20	3071	De La Rúa
2001-11-21	3026	De La Rúa
2001-11-22	3028	De La Rúa
2001-11-23	2961	De La Rúa
2001-11-26	2772	De La Rúa
2001-11-27	2910	De La Rúa
2001-11-28	2952	De La Rúa
2001-11-29	3242	De La Rúa
2001-11-30	3340	De La Rúa
2001-12-03	3196	De La Rúa
2001-12-04	4040	De La Rúa
2001-12-05	4020	De La Rúa
2001-12-06	3988	De La Rúa
2001-12-07	4149	De La Rúa
2001-12-10	4220	De La Rúa
2001-12-11	4162	De La Rúa
2001-12-12	4044	De La Rúa
2001-12-13	4059	De La Rúa
2001-12-14	4160	De La Rúa
2001-12-17	4127	De La Rúa
2001-12-18	4125	De La Rúa
2001-12-19	4212	De La Rúa
2001-12-20	4449	De La Rúa
2001-12-21	4722	Puerta
2001-12-24	5083	Saá
2001-12-25	5495	Saá
2001-12-26	5470	Saá
2001-12-27	5464	Saá
2001-12-28	5172	Saá
2001-12-31	4404	Camaño
2002-01-02	4376	Duhalde
2002-01-03	4128	Duhalde
2002-01-04	3983	Duhalde
2002-01-07	3975	Duhalde
2002-01-08	4050	Duhalde
2002-01-09	4460	Duhalde
2002-01-10	4484	Duhalde
2002-01-11	4542	Duhalde
2002-01-14	4556	Duhalde
2002-01-15	4626	Duhalde
2002-01-16	4531	Duhalde
2002-01-17	4581	Duhalde
2002-01-18	4656	Duhalde
2002-01-21	4553	Duhalde
2002-01-22	4454	Duhalde
2002-01-23	4287	Duhalde
2002-01-24	4210	Duhalde
2002-01-25	4156	Duhalde
2002-01-28	4101	Duhalde
2002-01-29	4123	Duhalde
2002-01-30	4129	Duhalde
2002-01-31	4352	Duhalde
2002-02-01	4497	Duhalde
2002-02-04	4581	Duhalde
2002-02-05	4457	Duhalde
2002-02-06	4471	Duhalde
2002-02-07	4511	Duhalde
2002-02-08	4412	Duhalde
2002-02-11	4350	Duhalde
2002-02-12	4235	Duhalde
2002-02-13	4100	Duhalde
2002-02-14	4013	Duhalde
2002-02-15	3943	Duhalde
2002-02-18	4026	Duhalde
2002-02-19	3987	Duhalde
2002-02-20	3992	Duhalde
2002-02-21	4092	Duhalde
2002-02-22	4171	Duhalde
2002-02-25	4087	Duhalde
2002-02-26	4112	Duhalde
2002-02-27	4123	Duhalde
2002-02-28	4098	Duhalde
2002-03-01	4170	Duhalde
2002-03-04	4144	Duhalde
2002-03-05	4222	Duhalde
2002-03-06	4305	Duhalde
2002-03-07	4286	Duhalde
2002-03-08	4407	Duhalde
2002-03-11	4479	Duhalde
2002-03-12	4505	Duhalde
2002-03-13	4656	Duhalde
2002-03-14	4830	Duhalde
2002-03-15	4943	Duhalde
2002-03-18	5155	Duhalde
2002-03-19	5030	Duhalde
2002-03-20	4972	Duhalde
2002-03-21	4958	Duhalde
2002-03-22	5089	Duhalde
2002-03-25	5223	Duhalde
2002-03-26	5291	Duhalde
2002-03-27	5024	Duhalde
2002-03-28	5013	Duhalde
2002-03-29	5043	Duhalde
2002-04-01	5018	Duhalde
2002-04-02	5021	Duhalde
2002-04-03	5010	Duhalde
2002-04-04	5006	Duhalde
2002-04-05	4815	Duhalde
2002-04-08	4861	Duhalde
2002-04-09	4886	Duhalde
2002-04-10	4936	Duhalde
2002-04-11	4855	Duhalde
2002-04-12	4803	Duhalde
2002-04-15	4615	Duhalde
2002-04-16	4588	Duhalde
2002-04-17	4443	Duhalde
2002-04-18	4648	Duhalde
2002-04-19	4569	Duhalde
2002-04-22	4935	Duhalde
2002-04-23	4965	Duhalde
2002-04-24	4885	Duhalde
2002-04-25	4865	Duhalde
2002-04-26	4938	Duhalde
2002-04-29	4896	Duhalde
2002-04-30	4831	Duhalde
2002-05-01	4772	Duhalde
2002-05-02	4828	Duhalde
2002-05-03	4801	Duhalde
2002-05-06	4897	Duhalde
2002-05-07	4904	Duhalde
2002-05-08	4998	Duhalde
2002-05-09	5094	Duhalde
2002-05-10	5195	Duhalde
2002-05-13	5131	Duhalde
2002-05-14	5153	Duhalde
2002-05-15	5192	Duhalde
2002-05-16	5205	Duhalde
2002-05-17	5254	Duhalde
2002-05-20	5378	Duhalde
2002-05-21	5605	Duhalde
2002-05-22	5808	Duhalde
2002-05-23	5948	Duhalde
2002-05-24	5937	Duhalde
2002-05-27	5720	Duhalde
2002-05-28	6027	Duhalde
2002-05-29	6085	Duhalde
2002-05-30	5900	Duhalde
2002-05-31	6123	Duhalde
2002-06-03	5916	Duhalde
2002-06-04	5963	Duhalde
2002-06-05	6037	Duhalde
2002-06-06	6073	Duhalde
2002-06-07	6098	Duhalde
2002-06-10	6075	Duhalde
2002-06-11	6151	Duhalde
2002-06-12	6146	Duhalde
2002-06-13	6161	Duhalde
2002-06-14	6366	Duhalde
2002-06-17	5944	Duhalde
2002-06-18	5942	Duhalde
2002-06-19	6122	Duhalde
2002-06-20	6062	Duhalde
2002-06-21	6162	Duhalde
2002-06-24	6362	Duhalde
2002-06-25	6566	Duhalde
2002-06-26	6913	Duhalde
2002-06-27	6802	Duhalde
2002-06-28	6791	Duhalde
2002-07-01	7030	Duhalde
