fecha	riesgopais	presidente
2014-12-01	698	C. Fernández
2014-12-02	688	C. Fernández
2014-12-03	700	C. Fernández
2014-12-04	699	C. Fernández
2014-12-05	707	C. Fernández
2014-12-08	726	C. Fernández
2014-12-09	743	C. Fernández
2014-12-10	760	C. Fernández
2014-12-11	751	C. Fernández
2014-12-12	780	C. Fernández
2014-12-15	804	C. Fernández
2014-12-16	823	C. Fernández
2014-12-17	800	C. Fernández
2014-12-18	771	C. Fernández
2014-12-19	770	C. Fernández
2014-12-22	768	C. Fernández
2014-12-23	759	C. Fernández
2014-12-24	757	C. Fernández
2014-12-26	728	C. Fernández
2014-12-29	729	C. Fernández
2014-12-30	717	C. Fernández
2014-12-31	719	C. Fernández
2015-01-02	726	C. Fernández
2015-01-05	750	C. Fernández
2015-01-06	766	C. Fernández
2015-01-07	749	C. Fernández
2015-01-08	734	C. Fernández
2015-01-09	726	C. Fernández
2015-01-12	736	C. Fernández
2015-01-13	729	C. Fernández
2015-01-14	720	C. Fernández
2015-01-15	741	C. Fernández
2015-01-16	731	C. Fernández
2015-01-19	731	C. Fernández
2015-01-20	720	C. Fernández
2015-01-21	720	C. Fernández
2015-01-22	710	C. Fernández
2015-01-23	726	C. Fernández
2015-01-26	726	C. Fernández
2015-01-27	724	C. Fernández
2015-01-28	730	C. Fernández
2015-01-29	728	C. Fernández
2015-01-30	742	C. Fernández
2015-02-02	739	C. Fernández
2015-02-03	727	C. Fernández
2015-02-04	728	C. Fernández
2015-02-05	718	C. Fernández
2015-02-06	709	C. Fernández
2015-02-09	712	C. Fernández
2015-02-10	712	C. Fernández
2015-02-11	715	C. Fernández
2015-02-12	720	C. Fernández
2015-02-13	702	C. Fernández
2015-02-16	702	C. Fernández
2015-02-17	686	C. Fernández
2015-02-18	679	C. Fernández
2015-02-19	668	C. Fernández
2015-02-20	650	C. Fernández
2015-02-23	626	C. Fernández
2015-02-24	633	C. Fernández
2015-02-25	635	C. Fernández
2015-02-26	624	C. Fernández
2015-02-27	618	C. Fernández
2015-03-02	604	C. Fernández
2015-03-03	597	C. Fernández
2015-03-04	586	C. Fernández
2015-03-05	581	C. Fernández
2015-03-06	566	C. Fernández
2015-03-09	561	C. Fernández
2015-03-10	568	C. Fernández
2015-03-11	581	C. Fernández
2015-03-12	580	C. Fernández
2015-03-13	584	C. Fernández
2015-03-16	581	C. Fernández
2015-03-17	586	C. Fernández
2015-03-18	598	C. Fernández
2015-03-19	598	C. Fernández
2015-03-20	604	C. Fernández
2015-03-23	602	C. Fernández
2015-03-24	608	C. Fernández
2015-03-25	608	C. Fernández
2015-03-26	595	C. Fernández
2015-03-27	612	C. Fernández
2015-03-30	620	C. Fernández
2015-03-31	629	C. Fernández
2015-04-01	628	C. Fernández
2015-04-02	618	C. Fernández
2015-04-03	625	C. Fernández
2015-04-06	610	C. Fernández
2015-04-07	609	C. Fernández
2015-04-08	588	C. Fernández
2015-04-09	574	C. Fernández
2015-04-10	568	C. Fernández
2015-04-13	574	C. Fernández
2015-04-14	583	C. Fernández
2015-04-15	590	C. Fernández
2015-04-16	602	C. Fernández
2015-04-17	619	C. Fernández
2015-04-20	617	C. Fernández
2015-04-21	620	C. Fernández
2015-04-22	617	C. Fernández
2015-04-23	619	C. Fernández
2015-04-24	616	C. Fernández
2015-04-27	608	C. Fernández
2015-04-28	603	C. Fernández
2015-04-29	605	C. Fernández
2015-04-30	603	C. Fernández
2015-05-01	596	C. Fernández
2015-05-04	593	C. Fernández
2015-05-05	581	C. Fernández
2015-05-06	581	C. Fernández
2015-05-07	601	C. Fernández
2015-05-08	610	C. Fernández
2015-05-11	606	C. Fernández
2015-05-12	616	C. Fernández
2015-05-13	606	C. Fernández
2015-05-14	615	C. Fernández
2015-05-15	625	C. Fernández
2015-05-18	599	C. Fernández
2015-05-19	590	C. Fernández
2015-05-20	579	C. Fernández
2015-05-21	578	C. Fernández
2015-05-22	576	C. Fernández
2015-05-25	576	C. Fernández
2015-05-26	588	C. Fernández
2015-05-27	589	C. Fernández
2015-05-28	594	C. Fernández
2015-05-29	601	C. Fernández
2015-06-01	596	C. Fernández
2015-06-02	576	C. Fernández
2015-06-03	557	C. Fernández
2015-06-04	566	C. Fernández
2015-06-05	555	C. Fernández
2015-06-08	559	C. Fernández
2015-06-09	566	C. Fernández
2015-06-10	567	C. Fernández
2015-06-11	572	C. Fernández
2015-06-12	573	C. Fernández
2015-06-15	580	C. Fernández
2015-06-16	588	C. Fernández
2015-06-17	621	C. Fernández
2015-06-18	629	C. Fernández
2015-06-19	652	C. Fernández
2015-06-22	627	C. Fernández
2015-06-23	614	C. Fernández
2015-06-24	621	C. Fernández
2015-06-25	595	C. Fernández
2015-06-26	589	C. Fernández
2015-06-29	617	C. Fernández
2015-06-30	631	C. Fernández
2015-07-01	624	C. Fernández
2015-07-02	619	C. Fernández
2015-07-03	619	C. Fernández
2015-07-06	625	C. Fernández
2015-07-07	625	C. Fernández
2015-07-08	635	C. Fernández
2015-07-09	618	C. Fernández
2015-07-10	595	C. Fernández
2015-07-13	597	C. Fernández
2015-07-14	591	C. Fernández
2015-07-15	577	C. Fernández
2015-07-16	581	C. Fernández
2015-07-17	585	C. Fernández
2015-07-20	582	C. Fernández
2015-07-21	585	C. Fernández
2015-07-22	589	C. Fernández
2015-07-23	591	C. Fernández
2015-07-24	597	C. Fernández
2015-07-27	612	C. Fernández
2015-07-28	610	C. Fernández
2015-07-29	606	C. Fernández
2015-07-30	609	C. Fernández
2015-07-31	615	C. Fernández
2015-08-03	627	C. Fernández
2015-08-04	608	C. Fernández
2015-08-05	583	C. Fernández
2015-08-06	586	C. Fernández
2015-08-07	592	C. Fernández
2015-08-10	572	C. Fernández
2015-08-11	590	C. Fernández
2015-08-12	581	C. Fernández
2015-08-13	580	C. Fernández
2015-08-14	574	C. Fernández
2015-08-17	571	C. Fernández
2015-08-18	565	C. Fernández
2015-08-19	572	C. Fernández
2015-08-20	580	C. Fernández
2015-08-21	593	C. Fernández
2015-08-24	621	C. Fernández
2015-08-25	608	C. Fernández
2015-08-26	612	C. Fernández
2015-08-27	599	C. Fernández
2015-08-28	591	C. Fernández
2015-08-31	584	C. Fernández
2015-09-01	590	C. Fernández
2015-09-02	579	C. Fernández
2015-09-03	567	C. Fernández
2015-09-04	561	C. Fernández
2015-09-07	561	C. Fernández
2015-09-08	542	C. Fernández
2015-09-09	538	C. Fernández
2015-09-10	527	C. Fernández
2015-09-11	531	C. Fernández
2015-09-14	540	C. Fernández
2015-09-15	529	C. Fernández
2015-09-16	537	C. Fernández
2015-09-17	542	C. Fernández
2015-09-18	553	C. Fernández
2015-09-21	546	C. Fernández
2015-09-22	568	C. Fernández
2015-09-23	580	C. Fernández
2015-09-24	595	C. Fernández
2015-09-25	575	C. Fernández
2015-09-28	598	C. Fernández
2015-09-29	601	C. Fernández
2015-09-30	591	C. Fernández
2015-10-01	589	C. Fernández
2015-10-02	596	C. Fernández
2015-10-05	584	C. Fernández
2015-10-06	584	C. Fernández
2015-10-07	579	C. Fernández
2015-10-08	577	C. Fernández
2015-10-09	572	C. Fernández
2015-10-12	572	C. Fernández
2015-10-13	584	C. Fernández
2015-10-14	588	C. Fernández
2015-10-15	576	C. Fernández
2015-10-16	558	C. Fernández
2015-10-19	554	C. Fernández
2015-10-20	555	C. Fernández
2015-10-21	557	C. Fernández
2015-10-22	553	C. Fernández
2015-10-23	542	C. Fernández
2015-10-26	519	C. Fernández
2015-10-27	520	C. Fernández
2015-10-28	495	C. Fernández
2015-10-29	485	C. Fernández
2015-10-30	489	C. Fernández
2015-11-02	490	C. Fernández
2015-11-03	484	C. Fernández
2015-11-04	498	C. Fernández
2015-11-05	504	C. Fernández
2015-11-06	499	C. Fernández
2015-11-09	495	C. Fernández
2015-11-10	482	C. Fernández
2015-11-11	482	C. Fernández
2015-11-12	486	C. Fernández
2015-11-13	496	C. Fernández
2015-11-16	485	C. Fernández
2015-11-17	481	C. Fernández
2015-11-18	471	C. Fernández
2015-11-19	475	C. Fernández
2015-11-20	470	C. Fernández
2015-11-23	466	C. Fernández
2015-11-24	485	C. Fernández
2015-11-25	490	C. Fernández
2015-11-26	490	C. Fernández
2015-11-27	491	C. Fernández
2015-11-30	487	C. Fernández
2015-12-01	496	C. Fernández
2015-12-02	499	C. Fernández
2015-12-03	494	C. Fernández
2015-12-04	500	C. Fernández
2015-12-07	500	C. Fernández
2015-12-08	498	C. Fernández
2015-12-09	495	C. Fernández
2015-12-10	480	C. Fernández
2015-12-11	490	Macri
2015-12-14	500	Macri
2015-12-15	487	Macri
2015-12-16	482	Macri
2015-12-17	475	Macri
2015-12-18	485	Macri
2015-12-21	478	Macri
2015-12-22	475	Macri
2015-12-23	465	Macri
2015-12-24	468	Macri
2015-12-28	444	Macri
2015-12-29	435	Macri
2015-12-30	435	Macri
2015-12-31	438	Macri
2016-01-04	447	Macri
2016-01-05	437	Macri
2016-01-06	448	Macri
2016-01-07	453	Macri
2016-01-08	455	Macri
2016-01-11	455	Macri
2016-01-12	463	Macri
2016-01-13	481	Macri
2016-01-14	483	Macri
2016-01-15	498	Macri
2016-01-18	498	Macri
2016-01-19	501	Macri
2016-01-20	524	Macri
2016-01-21	525	Macri
2016-01-22	515	Macri
2016-01-25	515	Macri
2016-01-26	513	Macri
2016-01-27	510	Macri
2016-01-28	507	Macri
2016-01-29	502	Macri
2016-02-01	488	Macri
2016-02-02	487	Macri
2016-02-03	474	Macri
2016-02-04	472	Macri
2016-02-05	471	Macri
2016-02-08	474	Macri
2016-02-09	482	Macri
2016-02-10	487	Macri
2016-02-11	502	Macri
2016-02-12	477	Macri
2016-02-15	477	Macri
2016-02-16	468	Macri
2016-02-17	458	Macri
2016-02-18	461	Macri
2016-02-19	463	Macri
2016-02-22	453	Macri
2016-02-23	456	Macri
2016-02-24	459	Macri
2016-02-25	461	Macri
2016-02-26	461	Macri
2016-02-29	465	Macri
2016-03-01	454	Macri
2016-03-02	455	Macri
2016-03-03	484	Macri
2016-03-04	459	Macri
2016-03-07	457	Macri
2016-03-08	464	Macri
2016-03-09	457	Macri
2016-03-10	455	Macri
2016-03-11	437	Macri
2016-03-14	437	Macri
2016-03-15	447	Macri
2016-03-16	448	Macri
2016-03-17	440	Macri
2016-03-18	444	Macri
2016-03-21	437	Macri
2016-03-22	437	Macri
2016-03-23	448	Macri
2016-03-24	459	Macri
2016-03-28	450	Macri
2016-03-29	451	Macri
2016-03-30	438	Macri
2016-03-31	444	Macri
2016-04-01	443	Macri
2016-04-04	442	Macri
2016-04-05	449	Macri
2016-04-06	442	Macri
2016-04-07	453	Macri
2016-04-08	450	Macri
2016-04-11	443	Macri
2016-04-12	432	Macri
2016-04-13	419	Macri
2016-04-14	413	Macri
2016-04-15	416	Macri
2016-04-18	403	Macri
2016-04-19	388	Macri
2016-04-20	380	Macri
2016-04-21	379	Macri
2016-04-22	382	Macri
2016-04-25	391	Macri
2016-04-26	383	Macri
2016-04-27	526	Macri
2016-04-28	541	Macri
2016-04-29	544	Macri
2016-05-02	538	Macri
2016-05-03	550	Macri
2016-05-04	558	Macri
2016-05-05	569	Macri
2016-05-06	559	Macri
2016-05-09	565	Macri
2016-05-10	566	Macri
2016-05-11	567	Macri
2016-05-12	564	Macri
2016-05-13	557	Macri
2016-05-16	544	Macri
2016-05-17	542	Macri
2016-05-18	535	Macri
2016-05-19	548	Macri
2016-05-20	545	Macri
2016-05-23	543	Macri
2016-05-24	538	Macri
2016-05-25	529	Macri
2016-05-26	526	Macri
2016-05-27	520	Macri
2016-05-30	520	Macri
2016-05-31	522	Macri
2016-06-01	512	Macri
2016-06-02	516	Macri
2016-06-03	520	Macri
2016-06-06	512	Macri
2016-06-07	508	Macri
2016-06-08	520	Macri
2016-06-09	524	Macri
2016-06-10	534	Macri
2016-06-13	540	Macri
2016-06-14	540	Macri
2016-06-15	532	Macri
2016-06-16	533	Macri
2016-06-17	532	Macri
2016-06-20	516	Macri
2016-06-21	511	Macri
2016-06-22	506	Macri
2016-06-23	495	Macri
2016-06-24	521	Macri
2016-06-27	534	Macri
2016-06-28	529	Macri
2016-06-29	519	Macri
2016-06-30	518	Macri
2016-07-01	513	Macri
2016-07-04	513	Macri
2016-07-05	527	Macri
2016-07-06	528	Macri
2016-07-07	533	Macri
2016-07-08	526	Macri
2016-07-11	517	Macri
2016-07-12	507	Macri
2016-07-13	509	Macri
2016-07-14	503	Macri
2016-07-15	499	Macri
2016-07-18	499	Macri
2016-07-19	500	Macri
2016-07-20	498	Macri
2016-07-21	503	Macri
2016-07-22	500	Macri
2016-07-25	503	Macri
2016-07-26	509	Macri
2016-07-27	521	Macri
2016-07-28	522	Macri
2016-07-29	521	Macri
2016-08-01	523	Macri
2016-08-02	523	Macri
2016-08-03	514	Macri
2016-08-04	513	Macri
2016-08-05	507	Macri
2016-08-08	505	Macri
2016-08-09	502	Macri
2016-08-10	497	Macri
2016-08-11	488	Macri
2016-08-12	482	Macri
2016-08-15	474	Macri
2016-08-16	464	Macri
2016-08-17	470	Macri
2016-08-18	473	Macri
2016-08-19	476	Macri
2016-08-22	485	Macri
2016-08-23	479	Macri
2016-08-24	488	Macri
2016-08-25	488	Macri
2016-08-26	480	Macri
2016-08-29	482	Macri
2016-08-30	482	Macri
2016-08-31	454	Macri
2016-09-01	458	Macri
2016-09-02	448	Macri
2016-09-05	448	Macri
2016-09-06	445	Macri
2016-09-07	438	Macri
2016-09-08	436	Macri
2016-09-09	451	Macri
2016-09-12	447	Macri
2016-09-13	461	Macri
2016-09-14	471	Macri
2016-09-15	461	Macri
2016-09-16	462	Macri
2016-09-19	455	Macri
2016-09-20	447	Macri
2016-09-21	428	Macri
2016-09-22	428	Macri
2016-09-23	437	Macri
2016-09-26	446	Macri
2016-09-27	446	Macri
2016-09-28	437	Macri
2016-09-29	445	Macri
2016-09-30	439	Macri
2016-10-03	436	Macri
2016-10-04	435	Macri
2016-10-05	436	Macri
2016-10-06	448	Macri
2016-10-07	451	Macri
2016-10-10	451	Macri
2016-10-11	453	Macri
2016-10-12	449	Macri
2016-10-13	449	Macri
2016-10-14	455	Macri
2016-10-17	465	Macri
2016-10-18	461	Macri
2016-10-19	451	Macri
2016-10-20	446	Macri
2016-10-21	440	Macri
2016-10-24	441	Macri
2016-10-25	446	Macri
2016-10-26	447	Macri
2016-10-27	453	Macri
2016-10-28	450	Macri
2016-10-31	451	Macri
2016-11-01	461	Macri
2016-11-02	468	Macri
2016-11-03	459	Macri
2016-11-04	460	Macri
2016-11-07	443	Macri
2016-11-08	436	Macri
2016-11-09	438	Macri
2016-11-10	475	Macri
2016-11-11	475	Macri
2016-11-14	504	Macri
2016-11-15	490	Macri
2016-11-16	487	Macri
2016-11-17	489	Macri
2016-11-18	488	Macri
2016-11-21	489	Macri
2016-11-22	486	Macri
2016-11-23	489	Macri
2016-11-24	489	Macri
2016-11-25	489	Macri
2016-11-28	489	Macri
2016-11-29	496	Macri
2016-11-30	515	Macri
2016-12-01	529	Macri
2016-12-02	528	Macri
2016-12-05	524	Macri
2016-12-06	499	Macri
2016-12-07	486	Macri
2016-12-08	489	Macri
2016-12-09	490	Macri
2016-12-12	513	Macri
2016-12-13	512	Macri
2016-12-14	512	Macri
2016-12-15	515	Macri
2016-12-16	512	Macri
2016-12-19	506	Macri
2016-12-20	497	Macri
2016-12-21	489	Macri
2016-12-22	487	Macri
2016-12-23	477	Macri
2016-12-26	477	Macri
2016-12-27	455	Macri
2016-12-28	448	Macri
2016-12-29	453	Macri
2016-12-30	455	Macri
2017-01-02	455	Macri
2017-01-03	474	Macri
2017-01-04	477	Macri
2017-01-05	475	Macri
2017-01-06	468	Macri
2017-01-09	470	Macri
2017-01-10	482	Macri
2017-01-11	483	Macri
2017-01-12	473	Macri
2017-01-13	453	Macri
2017-01-16	453	Macri
2017-01-17	455	Macri
2017-01-18	459	Macri
2017-01-19	461	Macri
2017-01-20	462	Macri
2017-01-23	469	Macri
2017-01-24	464	Macri
2017-01-25	463	Macri
2017-01-26	463	Macri
2017-01-27	457	Macri
2017-01-30	469	Macri
2017-01-31	469	Macri
2017-02-01	461	Macri
2017-02-02	448	Macri
2017-02-03	440	Macri
2017-02-06	443	Macri
2017-02-07	458	Macri
2017-02-08	460	Macri
2017-02-09	456	Macri
2017-02-10	446	Macri
2017-02-13	441	Macri
2017-02-14	442	Macri
2017-02-15	448	Macri
2017-02-16	459	Macri
2017-02-17	460	Macri
2017-02-20	460	Macri
2017-02-21	456	Macri
2017-02-22	456	Macri
2017-02-23	458	Macri
2017-02-24	466	Macri
2017-02-27	469	Macri
2017-02-28	466	Macri
2017-03-01	454	Macri
2017-03-02	451	Macri
2017-03-03	445	Macri
2017-03-06	447	Macri
2017-03-07	442	Macri
2017-03-08	452	Macri
2017-03-09	456	Macri
2017-03-10	451	Macri
2017-03-13	456	Macri
2017-03-14	463	Macri
2017-03-15	452	Macri
2017-03-16	449	Macri
2017-03-17	443	Macri
2017-03-20	444	Macri
2017-03-21	453	Macri
2017-03-22	458	Macri
2017-03-23	456	Macri
2017-03-24	455	Macri
2017-03-27	461	Macri
2017-03-28	457	Macri
2017-03-29	453	Macri
2017-03-30	450	Macri
2017-03-31	452	Macri
2017-04-03	454	Macri
2017-04-04	447	Macri
2017-04-05	439	Macri
2017-04-06	439	Macri
2017-04-07	437	Macri
2017-04-10	436	Macri
2017-04-11	439	Macri
2017-04-12	443	Macri
2017-04-13	442	Macri
2017-04-17	438	Macri
2017-04-18	440	Macri
2017-04-19	433	Macri
2017-04-20	427	Macri
2017-04-21	424	Macri
2017-04-24	414	Macri
2017-04-25	407	Macri
2017-04-26	417	Macri
2017-04-27	417	Macri
2017-04-28	415	Macri
2017-05-01	411	Macri
2017-05-02	405	Macri
2017-05-03	404	Macri
2017-05-04	405	Macri
2017-05-05	407	Macri
2017-05-08	407	Macri
2017-05-09	410	Macri
2017-05-10	403	Macri
2017-05-11	405	Macri
2017-05-12	407	Macri
2017-05-15	400	Macri
2017-05-16	404	Macri
2017-05-17	419	Macri
2017-05-18	431	Macri
2017-05-19	422	Macri
2017-05-22	426	Macri
2017-05-23	420	Macri
2017-05-24	415	Macri
2017-05-25	419	Macri
2017-05-26	418	Macri
2017-05-29	418	Macri
2017-05-30	416	Macri
2017-05-31	407	Macri
2017-06-01	402	Macri
2017-06-02	398	Macri
2017-06-05	397	Macri
2017-06-06	395	Macri
2017-06-07	396	Macri
2017-06-08	395	Macri
2017-06-09	397	Macri
2017-06-12	399	Macri
2017-06-13	396	Macri
2017-06-14	399	Macri
2017-06-15	404	Macri
2017-06-16	407	Macri
2017-06-19	411	Macri
2017-06-20	426	Macri
2017-06-21	431	Macri
2017-06-22	423	Macri
2017-06-23	419	Macri
2017-06-26	414	Macri
2017-06-27	421	Macri
2017-06-28	424	Macri
2017-06-29	435	Macri
2017-06-30	432	Macri
2017-07-03	430	Macri
2017-07-05	436	Macri
2017-07-06	445	Macri
2017-07-07	443	Macri
2017-07-10	435	Macri
2017-07-11	433	Macri
2017-07-12	430	Macri
2017-07-13	429	Macri
2017-07-14	426	Macri
2017-07-17	425	Macri
2017-07-18	435	Macri
2017-07-19	436	Macri
2017-07-20	437	Macri
2017-07-21	440	Macri
2017-07-24	444	Macri
2017-07-25	442	Macri
2017-07-26	436	Macri
2017-07-27	433	Macri
2017-07-28	440	Macri
2017-07-31	439	Macri
2017-08-01	441	Macri
2017-08-02	443	Macri
2017-08-03	446	Macri
2017-08-04	447	Macri
2017-08-07	447	Macri
2017-08-08	440	Macri
2017-08-09	445	Macri
2017-08-10	453	Macri
2017-08-11	444	Macri
2017-08-14	418	Macri
2017-08-15	409	Macri
2017-08-16	406	Macri
2017-08-17	417	Macri
2017-08-18	410	Macri
2017-08-21	412	Macri
2017-08-22	409	Macri
2017-08-23	408	Macri
2017-08-24	403	Macri
2017-08-25	395	Macri
2017-08-28	396	Macri
2017-08-29	395	Macri
2017-08-30	387	Macri
2017-08-31	393	Macri
2017-09-01	388	Macri
2017-09-04	388	Macri
2017-09-05	393	Macri
2017-09-06	393	Macri
2017-09-07	392	Macri
2017-09-08	390	Macri
2017-09-11	385	Macri
2017-09-12	384	Macri
2017-09-13	374	Macri
2017-09-14	375	Macri
2017-09-15	373	Macri
2017-09-18	370	Macri
2017-09-19	371	Macri
2017-09-20	370	Macri
2017-09-21	370	Macri
2017-09-22	368	Macri
2017-09-25	375	Macri
2017-09-26	377	Macri
2017-09-27	379	Macri
2017-09-28	375	Macri
2017-09-29	367	Macri
2017-10-02	367	Macri
2017-10-03	365	Macri
2017-10-04	362	Macri
2017-10-05	359	Macri
2017-10-06	362	Macri
2017-10-09	362	Macri
2017-10-10	363	Macri
2017-10-11	358	Macri
2017-10-12	354	Macri
2017-10-13	348	Macri
2017-10-16	345	Macri
2017-10-17	343	Macri
2017-10-18	342	Macri
2017-10-19	350	Macri
2017-10-20	349	Macri
2017-10-23	342	Macri
2017-10-24	348	Macri
2017-10-25	349	Macri
2017-10-26	361	Macri
2017-10-27	355	Macri
2017-10-30	344	Macri
2017-10-31	361	Macri
2017-11-01	365	Macri
2017-11-02	361	Macri
2017-11-03	368	Macri
2017-11-06	374	Macri
2017-11-07	384	Macri
2017-11-08	383	Macri
2017-11-09	386	Macri
2017-11-10	381	Macri
2017-11-13	380	Macri
2017-11-14	381	Macri
2017-11-15	388	Macri
2017-11-16	373	Macri
2017-11-17	366	Macri
2017-11-20	368	Macri
2017-11-21	363	Macri
2017-11-22	363	Macri
2017-11-23	363	Macri
2017-11-24	363	Macri
2017-11-27	361	Macri
2017-11-28	356	Macri
2017-11-29	358	Macri
2017-11-30	357	Macri
2017-12-01	359	Macri
2017-12-04	355	Macri
2017-12-05	356	Macri
2017-12-06	363	Macri
2017-12-07	365	Macri
2017-12-08	368	Macri
2017-12-11	366	Macri
2017-12-12	364	Macri
2017-12-13	363	Macri
2017-12-14	361	Macri
2017-12-15	361	Macri
2017-12-18	355	Macri
2017-12-19	350	Macri
2017-12-20	346	Macri
2017-12-21	347	Macri
2017-12-22	347	Macri
2017-12-26	348	Macri
2017-12-27	350	Macri
2017-12-28	349	Macri
2017-12-29	351	Macri
2018-01-02	347	Macri
2018-01-03	355	Macri
2018-01-04	356	Macri
2018-01-05	362	Macri
2018-01-08	365	Macri
2018-01-09	361	Macri
2018-01-10	364	Macri
2018-01-11	363	Macri
2018-01-12	364	Macri
2018-01-15	364	Macri
2018-01-16	362	Macri
2018-01-17	360	Macri
2018-01-18	359	Macri
2018-01-19	363	Macri
2018-01-22	365	Macri
2018-01-23	367	Macri
2018-01-24	369	Macri
2018-01-25	373	Macri
2018-01-26	372	Macri
2018-01-29	376	Macri
2018-01-30	379	Macri
2018-01-31	374	Macri
2018-02-01	373	Macri
2018-02-02	376	Macri
2018-02-05	396	Macri
2018-02-06	394	Macri
2018-02-07	383	Macri
2018-02-08	405	Macri
2018-02-09	426	Macri
2018-02-12	413	Macri
2018-02-13	423	Macri
2018-02-14	415	Macri
2018-02-15	397	Macri
2018-02-16	391	Macri
2018-02-20	397	Macri
2018-02-21	393	Macri
2018-02-22	402	Macri
2018-02-23	404	Macri
2018-02-26	397	Macri
2018-02-27	397	Macri
2018-02-28	404	Macri
2018-03-01	417	Macri
2018-03-02	412	Macri
2018-03-05	410	Macri
2018-03-06	408	Macri
2018-03-07	414	Macri
2018-03-08	407	Macri
2018-03-09	388	Macri
2018-03-12	392	Macri
2018-03-13	399	Macri
2018-03-14	403	Macri
2018-03-15	412	Macri
2018-03-16	409	Macri
2018-03-19	420	Macri
2018-03-20	411	Macri
2018-03-21	409	Macri
2018-03-22	419	Macri
2018-03-23	425	Macri
2018-03-26	418	Macri
2018-03-27	420	Macri
2018-03-28	418	Macri
2018-03-29	420	Macri
2018-04-02	425	Macri
2018-04-03	417	Macri
2018-04-04	417	Macri
2018-04-05	408	Macri
2018-04-06	419	Macri
2018-04-09	415	Macri
2018-04-10	408	Macri
2018-04-11	406	Macri
2018-04-12	397	Macri
2018-04-13	398	Macri
2018-04-16	401	Macri
2018-04-17	401	Macri
2018-04-18	398	Macri
2018-04-19	399	Macri
2018-04-20	400	Macri
2018-04-23	401	Macri
2018-04-24	403	Macri
2018-04-25	402	Macri
2018-04-26	418	Macri
2018-04-27	419	Macri
2018-04-30	430	Macri
2018-05-01	431	Macri
2018-05-02	443	Macri
2018-05-03	470	Macri
2018-05-04	454	Macri
2018-05-07	471	Macri
2018-05-08	489	Macri
2018-05-09	491	Macri
2018-05-10	469	Macri
2018-05-11	480	Macri
2018-05-14	500	Macri
2018-05-15	482	Macri
2018-05-16	450	Macri
2018-05-17	453	Macri
2018-05-18	461	Macri
2018-05-21	459	Macri
2018-05-22	456	Macri
2018-05-23	454	Macri
2018-05-24	456	Macri
2018-05-25	463	Macri
2018-05-28	463	Macri
2018-05-29	499	Macri
2018-05-30	504	Macri
2018-05-31	524	Macri
2018-06-01	515	Macri
2018-06-04	483	Macri
2018-06-05	475	Macri
2018-06-06	468	Macri
2018-06-07	481	Macri
2018-06-08	476	Macri
2018-06-11	487	Macri
2018-06-12	503	Macri
2018-06-13	507	Macri
2018-06-14	539	Macri
2018-06-15	551	Macri
2018-06-18	566	Macri
2018-06-19	564	Macri
2018-06-20	557	Macri
2018-06-21	545	Macri
2018-06-22	535	Macri
2018-06-25	548	Macri
2018-06-26	559	Macri
2018-06-27	586	Macri
2018-06-28	595	Macri
2018-06-29	610	Macri
2018-07-02	607	Macri
2018-07-03	590	Macri
2018-07-04	590	Macri
2018-07-05	581	Macri
2018-07-06	567	Macri
2018-07-09	566	Macri
2018-07-10	569	Macri
2018-07-11	580	Macri
2018-07-12	575	Macri
2018-07-13	571	Macri
2018-07-16	577	Macri
2018-07-17	585	Macri
2018-07-18	578	Macri
2018-07-19	585	Macri
2018-07-20	575	Macri
2018-07-23	575	Macri
2018-07-24	578	Macri
2018-07-25	576	Macri
2018-07-26	556	Macri
2018-07-27	551	Macri
2018-07-30	552	Macri
2018-07-31	558	Macri
2018-08-01	562	Macri
2018-08-02	571	Macri
2018-08-03	571	Macri
2018-08-06	583	Macri
2018-08-07	593	Macri
2018-08-08	610	Macri
2018-08-09	634	Macri
2018-08-10	700	Macri
2018-08-13	748	Macri
2018-08-14	696	Macri
2018-08-15	699	Macri
2018-08-16	663	Macri
2018-08-17	671	Macri
2018-08-20	685	Macri
2018-08-21	686	Macri
2018-08-22	690	Macri
2018-08-23	696	Macri
2018-08-24	700	Macri
2018-08-27	688	Macri
2018-08-28	689	Macri
2018-08-29	728	Macri
2018-08-30	776	Macri
2018-08-31	771	Macri
2018-09-03	771	Macri
2018-09-04	783	Macri
2018-09-05	744	Macri
2018-09-06	729	Macri
2018-09-07	725	Macri
2018-09-10	745	Macri
2018-09-11	741	Macri
2018-09-12	699	Macri
2018-09-13	695	Macri
2018-09-14	661	Macri
2018-09-17	649	Macri
2018-09-18	656	Macri
2018-09-19	622	Macri
2018-09-20	601	Macri
2018-09-21	588	Macri
2018-09-24	612	Macri
2018-09-25	603	Macri
2018-09-26	614	Macri
2018-09-27	593	Macri
2018-09-28	623	Macri
2018-10-01	629	Macri
2018-10-02	632	Macri
2018-10-03	626	Macri
2018-10-04	656	Macri
2018-10-05	669	Macri
2018-10-08	669	Macri
2018-10-09	661	Macri
2018-10-10	681	Macri
2018-10-11	686	Macri
2018-10-12	657	Macri
2018-10-15	635	Macri
2018-10-16	636	Macri
2018-10-17	655	Macri
2018-10-18	663	Macri
2018-10-19	661	Macri
2018-10-22	665	Macri
2018-10-23	665	Macri
2018-10-24	676	Macri
2018-10-25	667	Macri
2018-10-26	670	Macri
2018-10-29	672	Macri
2018-10-30	665	Macri
2018-10-31	652	Macri
2018-11-01	635	Macri
2018-11-02	609	Macri
